,Dim_0,Dim_1=0,Dim_2=0,Dim_3=0,Dim_4=0,Dim_5=0,Dim_6=0,Dim_7=0,Dim_8=0,Dim_9=0,Dim_10=0,Dim_11=0,Dim_12=0,Dim_13=0,Dim_14=0,Dim_15=0,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,isof_scores
1506,0.739583,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.010189,0.097493,0.14214,0.342593,0.145312,35.97740119658371
1507,0.197917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000189,0.069638,0.125418,0.37963,0.118156,14.495122569604021
1508,0.322917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.015264,0.13649,0.147157,0.361111,0.145312,37.5766348528959
1509,0.541667,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.103064,0.157191,0.282407,0.190625,6.8345092775922325
1510,0.229167,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.164345,0.287625,0.546296,0.198438,31.16346606968615
1511,0.229167,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1.9e-05,0.220056,0.337793,0.310185,0.375,50.042897825720736
1512,0.229167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003925,0.147632,0.185619,0.430556,0.15625,15.342061796931432
1513,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.022642,0.130919,0.137124,0.49537,0.103125,12.87506117723865
1514,0.229167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.18663,0.148829,0.430556,0.126563,13.09068092572393
1515,0.6875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008113,0.108635,0.205686,0.388889,0.190625,8.960607983070958
1516,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001415,0.047354,0.133779,0.208333,0.204688,17.528064094116033
1517,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.164345,0.192308,0.37037,0.184375,11.526785929183504
1518,0.864583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.022642,0.09415,0.165552,0.421296,0.14375,14.108746108607406
1519,0.427083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00434,0.119777,0.294314,0.50463,0.21875,7.137133628923294
1520,0.59375,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001132,0.108635,0.249164,0.402778,0.221875,11.940311747809645
1521,0.239583,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.001472,0.13649,0.244147,0.490741,0.184375,25.923164792026398
1522,0.71875,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016038,0.111978,0.20903,0.402778,0.185937,15.137895084439506
1523,0.854167,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.015642,0.113092,0.170569,0.402778,0.148438,27.77971200963495
1524,0.010417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.890566,0.091922,0.053512,0.458333,0.042188,67.45340326295292
1525,0.458333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009434,0.036212,0.086957,0.314815,0.095313,18.981370678235876
1526,0.5625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.08078,0.143813,0.356481,0.14375,1.7357322995728595
1527,0.260417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003925,0.119777,0.155518,0.384259,0.145312,3.552969326678948
1528,0.770833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5e-05,0.041783,0.152174,0.189815,0.246875,23.197886049508426
1529,0.645833,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.001396,0.111978,0.120401,0.277778,0.148438,19.26737772786906
1530,0.510417,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.002642,0.097493,0.207358,0.416667,0.179688,28.74822423589653
1531,0.739583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.4e-05,0.047354,0.152174,0.37037,0.148438,5.35087677742446
1532,0.708333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001566,0.130919,0.202341,0.449074,0.165625,3.0341147480679496
1533,0.645833,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.00434,0.125348,0.182274,0.402778,0.160937,16.85925885874262
1534,0.760417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010377,0.075209,0.145485,0.37963,0.135938,3.809571225733279
1535,0.625,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000962,0.111978,0.147157,0.296296,0.170313,12.126612451457916
1536,0.270833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003396,0.125348,0.195652,0.37963,0.184375,4.219333953919104
1537,0.270833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.028302,0.086351,0.133779,0.300926,0.153125,11.792150794073777
1538,0.729167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.119777,0.272575,0.333333,0.2875,11.051143627920268
1539,0.729167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.002075,0.130919,0.200669,0.439815,0.167188,22.24918347403846
1540,0.614583,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.016774,0.09415,0.122074,0.37037,0.117188,20.897034695281505
1541,0.541667,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.007358,0.111978,0.187291,0.458333,0.148438,30.54727846742921
1542,0.541667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010189,0.142061,0.205686,0.37963,0.19375,5.297210985099454
1543,0.34375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.086351,0.168896,0.259259,0.21875,5.328942944525508
1544,0.34375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006226,0.086351,0.135452,0.24537,0.18125,7.279743532191887
1545,0.833333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.086351,0.153846,0.291667,0.182813,7.892550748813804
1546,0.552083,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.005472,0.13649,0.120401,0.37963,0.114063,40.4805887351637
1547,0.6875,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.001585,0.181058,0.367893,0.763889,0.1875,46.50803691830212
1548,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.091922,0.115385,0.25463,0.151563,6.429746828796098
1549,0.291667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00566,0.119777,0.140468,0.425926,0.120313,4.644689151659321
1550,0.625,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007358,0.147632,0.137124,0.398148,0.123438,19.68037592940331
1551,0.614583,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.003208,0.091922,0.17893,0.310185,0.2,29.483108614175123
1552,0.645833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00283,0.113092,0.212375,0.421296,0.184375,25.631153241531607
1553,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001094,0.103064,0.230769,0.365741,0.223437,10.091645744312999
1554,0.833333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005849,0.097493,0.172241,0.347222,0.175,7.271231247546254
1555,0.791667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011698,0.064067,0.145485,0.263889,0.185937,9.478625851674437
1556,0.21875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005849,0.147632,0.22408,0.509259,0.164063,9.481978362815468
1557,0.572917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.392758,0.369565,0.384259,0.34375,36.0855319458209
1558,0.479167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00434,0.086351,0.122074,0.351852,0.121875,29.991111540933147
1559,0.6875,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.002264,0.119777,0.198997,0.393519,0.18125,19.523285486193757
1560,0.604167,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.007547,0.069638,0.197324,0.356481,0.196875,30.283015188575646
1561,0.739583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.052925,0.158863,0.222222,0.23125,19.93771849290475
1562,0.520833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006226,0.103064,0.150502,0.351852,0.15,0.8179414717223636
1563,0.3125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000755,0.13649,0.272575,0.337963,0.284375,9.309842468892555
1564,0.416667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004717,0.097493,0.155518,0.337963,0.1625,0.9107003859659528
1565,0.520833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008849,0.111978,0.182274,0.384259,0.171875,0.9200872291256132
1566,0.791667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005094,0.108635,0.168896,0.337963,0.175,2.8030112067035304
1567,0.260417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.113092,0.230769,0.402778,0.203125,4.049274668516219
1568,0.5625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.125348,0.147157,0.296296,0.171875,7.1003434727922325
1569,0.458333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.108635,0.102007,0.226852,0.146875,17.462585603534578
1570,0.458333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009057,0.047354,0.14214,0.282407,0.171875,5.923394776644457
1571,0.458333,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016981,0.153203,0.392977,0.458333,0.314063,41.97493607973197
1572,0.354167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003208,0.125348,0.133779,0.328704,0.142188,2.6616091668866915
1573,0.34375,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.014717,0.108635,0.155518,0.37963,0.146875,24.653427245765826
1574,0.635417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008302,0.142061,0.160535,0.351852,0.160937,4.025630613863726
1575,0.635417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.108635,0.185619,0.398148,0.16875,1.4722142667227303
1576,0.760417,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000528,0.069638,0.227425,0.305556,0.25625,20.24073153335212
1577,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.003019,0.108635,0.14214,0.203704,0.220312,32.45378255648791
1578,0.416667,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.003566,0.111978,0.182575,0.37963,0.171984,16.86967746876836
1579,0.541667,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004528,0.142061,0.249164,0.458333,0.2,12.114006964306725
1580,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.091922,0.123746,0.296296,0.142188,9.413486756921813
1581,0.552083,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008849,0.111978,0.197324,0.388889,0.18125,24.6501668358694
1582,0.479167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020755,0.142061,0.148829,0.384259,0.138906,8.395506880123051
1583,0.552083,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.103064,0.145485,0.314815,0.159375,6.995747772308235
1584,0.770833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.018868,0.086351,0.147157,0.333333,0.154688,5.179985340412074
1585,0.770833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001453,0.125348,0.135452,0.333333,0.14375,4.1516982163078495
1586,0.354167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00183,0.130919,0.132107,0.268519,0.167188,11.218023492121105
1587,0.427083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.097493,0.113712,0.319444,0.123438,4.3919558440369
1588,0.229167,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.007736,0.103064,0.107023,0.314815,0.117188,34.47379448719292
1589,0.510417,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.003208,0.097493,0.185619,0.388889,0.171875,26.726719796778852
1590,0.489583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.111978,0.183946,0.347222,0.185937,0.9645684792968297
1591,0.71875,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.00434,0.147632,0.155518,0.416667,0.134375,43.66255730107059
1592,0.739583,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.13649,0.382943,0.347222,0.389063,36.29204172277485
1593,0.635417,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0.113092,0.214047,0.37963,0.201563,27.47695449922189
1594,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010566,0.103064,0.188963,0.375,0.18125,2.766139651866766
1595,0.739583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00283,0.069638,0.140468,0.328704,0.151563,3.520436572331576
1596,0.479167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.125348,0.185619,0.430556,0.157813,2.3821742172175817
1597,0.479167,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.103064,0.182274,0.351852,0.182813,29.553162106902548
1598,0.385417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.004717,0.125348,0.147157,0.342593,0.151563,28.04376934847852
1599,0.25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006415,0.103064,0.102007,0.296296,0.11875,15.99898122817848
1600,0.520833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000151,0.153203,0.17893,0.337963,0.185937,4.345280804001064
1601,0.520833,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.109434,0.09415,0.125418,0.435185,0.104688,38.89312063216506
1602,0.552083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.108635,0.143813,0.361111,0.140625,0.7259010181539765
1603,0.270833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.108635,0.152174,0.342593,0.15625,3.2787824345486882
1604,0.1875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005849,0.097493,0.133779,0.37963,0.126031,12.594793710078406
1605,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.003396,0.097493,0.150502,0.37963,0.141781,27.964237029943604
1606,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008113,0.097493,0.204013,0.37963,0.192187,1.2476799451209075
1607,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011698,0.125348,0.19398,0.523148,0.139062,7.10044905815154
1608,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001094,0.13649,0.145485,0.37963,0.135938,9.45477226229265
1609,0.583333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001887,0.108635,0.14214,0.310185,0.157813,1.0691002196946044
1610,0.25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003208,0.108635,0.147157,0.314815,0.1625,10.181743899506031
1611,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.125348,0.138796,0.287037,0.164063,6.123725662349528
1612,0.177083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.130919,0.120401,0.458333,0.095313,13.780997735957797
1613,0.25,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.002075,0.142061,0.351171,0.731481,0.185937,61.71836813402115
1614,0.3125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.147632,0.162207,0.384259,0.151563,5.203181812101903
1615,0.625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.182575,0.37963,0.171984,6.026414083137141
1616,0.59375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003396,0.086351,0.167224,0.416667,0.146875,7.660439586212348
1617,0.53125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006226,0.08078,0.182274,0.375,0.175,7.363790313922053
1618,0.53125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009623,0.075209,0.192308,0.393519,0.175,2.350715049293342
1619,0.864583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.006792,0.030641,0.133779,0.263889,0.16875,40.48376372353672
1620,0.354167,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.433962,0.08078,0.056856,0.541667,0.039063,76.1883379535142
1621,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.147157,0.333333,0.154688,5.329552678288209
1622,0.010417,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.111978,0.23913,0.351852,0.239062,27.26389313681956
1623,0.708333,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009245,0.111978,0.118729,0.351852,0.120313,18.277663920554502
1624,0.864583,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.003566,0.111978,0.143813,0.324074,0.153125,23.349524229989314
1625,0.708333,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.00134,0.111978,0.148829,0.356481,0.15,73.87509436451207
1626,0.604167,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0.000151,0.111978,0.205686,0.282407,0.248438,94.71547997984743
1627,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016981,0.09415,0.155518,0.324074,0.16875,8.678860219784141
1628,0.635417,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004717,0.111978,0.207358,0.49537,0.154688,15.825871448721728
1629,0.260417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.003396,0.13649,0.242475,0.444444,0.198438,29.274869269474692
1630,0.75,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.003396,0.113092,0.168896,0.347222,0.171875,25.50723387636789
1631,0.520833,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.003774,0.111978,0.17893,0.342593,0.184375,28.118759173146273
1632,0.302083,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006038,0.111978,0.158863,0.240741,0.217187,16.07260519433541
1633,0.364583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041509,0.008357,0.003344,0.388889,0.003125,40.39905816037594
1634,0.604167,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.018302,0.09415,0.132107,0.365741,0.128125,41.96920318878244
1635,0.291667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013208,0.111978,0.160535,0.314815,0.175,18.644990086639837
1636,0.333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.182575,0.37963,0.171984,1.4199916818980256
1637,0.677083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000585,0.108635,0.202341,0.453704,0.164063,1.876020552400874
1638,0.270833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00283,0.119777,0.301003,0.555556,0.204688,11.138310531877082
1639,0.71875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001358,0.064067,0.098662,0.324074,0.10625,7.476066547144299
1640,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001509,0.103064,0.17893,0.282407,0.214063,8.277108536175362
1641,0.229167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.086351,0.172241,0.324074,0.184375,3.8786070261019745
1642,0.427083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.142061,0.227425,0.652778,0.134375,11.376746782576603
1643,0.15625,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000132,0.08078,0.230769,0.333333,0.242188,25.446901934100453
1644,0.114583,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.125348,0.250836,0.291667,0.29375,44.29285486046696
1645,0.510417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.108635,0.158863,0.328704,0.16875,5.915900634920533
1646,0.583333,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000151,0.111978,0.234114,0.351852,0.235938,12.732531749147242
1647,0.239583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.000189,0.086351,0.301003,0.37963,0.283531,39.38015605033298
1648,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.103064,0.182274,0.421296,0.15625,5.2014312527591215
1649,0.53125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00434,0.13649,0.187291,0.416667,0.1625,28.41190015812664
1650,0.385417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001075,0.069638,0.257525,0.564815,0.171875,12.765668001504778
1651,0.385417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008113,0.091922,0.123746,0.37963,0.116578,2.9433860397407585
1652,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001528,0.125348,0.168896,0.393519,0.153125,1.2313331050404486
1653,0.697917,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.004906,0.108635,0.250836,0.574074,0.165625,70.96261284091023
1654,0.697917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.13649,0.185619,0.273148,0.229688,12.50305249092564
1655,0.697917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006981,0.103064,0.108696,0.361111,0.109375,4.088306215700072
1656,0.552083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010189,0.08078,0.167224,0.365741,0.1625,2.068454197026554
1657,0.552083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.113092,0.20903,0.49537,0.15625,3.396587081027789
1658,0.614583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004717,0.069638,0.195652,0.328704,0.207813,9.148558669814477
1659,0.291667,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.045283,0.050696,0.102007,0.476852,0.079688,52.828453685688146
1660,0.6875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00434,0.075209,0.204013,0.319444,0.221875,2.803753574948999
1661,0.760417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.069638,0.182274,0.347222,0.184375,3.2448045844089535
1662,0.645833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.103064,0.272575,0.564815,0.18125,6.696985388905247
1663,0.583333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.08078,0.138796,0.310185,0.15625,2.3971604173999737
1664,0.260417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008491,0.113092,0.185619,0.393519,0.170313,4.733672890985758
1665,0.489583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.147632,0.167224,0.356481,0.167188,3.9963916358558293
1666,0.489583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000283,0.108635,0.204013,0.365741,0.2,1.76099419542102
1667,0.489583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005849,0.13649,0.147157,0.398148,0.134375,3.2688627453910755
1668,0.864583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006415,0.130919,0.182575,0.37963,0.171984,9.800146265500942
1669,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.119777,0.182575,0.37963,0.171984,5.692229276520848
1670,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001623,0.119777,0.182575,0.37963,0.171984,5.819943975599642
1671,0.604167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.08078,0.182575,0.37963,0.171984,1.3300465364881262
1672,0.708333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.08078,0.182575,0.37963,0.171984,1.6847800066388885
1673,0.65625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000151,0.091922,0.120401,0.416667,0.104688,4.7543481161874155
1674,0.65625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.153203,0.162207,0.305556,0.182813,3.6754109421921015
1675,0.8125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009623,0.108635,0.175585,0.402778,0.159375,17.04457254889256
1676,0.8125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.022811,0.18663,0.153846,0.347222,0.15625,17.24787971303391
1677,0.8125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.086351,0.235786,0.337963,0.245313,15.11117741998622
1678,0.427083,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.108635,0.110368,0.324074,0.11875,12.05924844405196
1679,0.197917,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.142061,0.173913,0.342593,0.178125,45.291807434761814
1680,0.3125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.113092,0.351171,0.458333,0.279688,31.82961692195748
1681,0.40625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.130919,0.172241,0.305556,0.192187,8.409418563216988
1682,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001057,0.069638,0.113712,0.351852,0.114063,6.9651881450021875
1683,0.6875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00183,0.097493,0.167224,0.347222,0.170313,6.302315306513194
1684,0.28125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.111978,0.170569,0.402778,0.15,2.1733198824587703
1685,0.625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003925,0.064067,0.17893,0.282407,0.215625,9.078617129864071
1686,0.447917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006415,0.086351,0.175585,0.453704,0.142188,2.3912447909947474
1687,0.520833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004528,0.108635,0.235786,0.527778,0.167188,3.839502031609527
1688,0.760417,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.000943,0.130919,0.16388,0.416667,0.142188,41.522213492286426
1689,0.260417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010755,0.113092,0.118729,0.263889,0.15,17.528433083420325
1690,0.552083,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.108635,0.137124,0.37963,0.129172,7.60168130310133
1691,0.552083,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00434,0.130919,0.173913,0.384259,0.1625,7.253042999585659
1692,0.645833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005094,0.119777,0.135452,0.37963,0.127594,7.784156007578687
1693,0.177083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.103064,0.135452,0.421296,0.117188,7.101109438769214
1694,0.229167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004717,0.18663,0.272575,0.625,0.165625,17.346998574457203
1695,0.635417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.075209,0.182575,0.37963,0.171984,1.136147416118547
1696,0.604167,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.111978,0.232441,0.458333,0.184375,13.615568833460642
1697,0.604167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001755,0.091922,0.132107,0.37963,0.124453,2.2296942369817003
1698,0.697917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.103064,0.202341,0.458333,0.1625,2.0701792727823545
1699,0.864583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008679,0.08078,0.135452,0.282407,0.1625,11.340438460032516
